text;label
Здравствуйте, у есть подруга, ей 18, последний примерно год, она стала странно выглядеть, у неё опухшее лицо всегда, пахнет изо рта, после того как мы ходили куда нибудь поесть, она удалялась в туалет и бывала там по 15-20 минут, обманывала мне всегда, якобы у неё диарея или что нибудь ещё.. И вот вчера она призналась, что после карантина у неё РПП, сначала ест, а потом идет взывает рвоту.Не хочет и боится говорить об этом своим родным. Скажите , правильно ли будет, если я сама скажу об её проблеме её матери?И есть ли шанс , что её организм восстановится, после двух лет булимии?;расстройство пищевого поведения
Какой идеальный вес при росте 155? Я худая, вешу 42 кг, но выпирает низ живота. Когда весила примерно 45 кг, все было плоско и пропорционально. Я предполагаю, что нужно набрать, чтобы не было живота. Но это звучит странно, на самом деле. Именно из-за этого, побаиваюсь набирать обратно учитывая то, сколько я худела до этого веса (раньше весила 52 кг, может больше). Для моего роста, прежний вес это перебор. Во время похудения заработала себе рпп, сейчас в процессе лечения, но страх набрать килограммы есть, именно страх. Поэтому перед тем, как набирать даже пару килограмм, решила написать сюда, вдруг будут люди, которые знают, почему так может быть и как лучше поступить. Поскольку это правда странно, набрать килограммы, чтобы живот был плоским. Возможно это уже внутренние органы выпирают, не более того, а если набрать, то все станет снова плоско. Я правда не могу дать точный ответ, это лишь мои предположения. С осанкой проблем нет, не голодаю. Надеюсь на нормальные ответы, заранее спасибо #вес;расстройство пищевого поведения
Девочки срочно подскажите если предполагаете что это может быть.Вообщем у меня сильно в последнее время повысился аппетит(раньше я ела на 1,400ккал а Щяс на 1,800-2000)Не поправляюсь,ведь занимаюсь спортом регулярно.Ем я каждые три часа до 8 вечера.Но как только начинаю есть что либо,хочется ещё и ещё.И вот как только остановлюсь,понимаю что это намного больше чем обычно.Сразу отмечу Проблем с лишнем весом никогда небыло,но было рпп(худела,набирала)Щяс ем все подряд но на тренировках вечно. Вот только врач выявил гастрит у меня ещё пол года назад.Может из за того что я его не лечила то у меня что то более серьезное появилось.И повышенный аппетит этому объяснение.А как вы думаете? #диеты;расстройство пищевого поведения
"Вобщем-то, мне 14, рост 161 вес 64; Выгляжу достаточно полной. Роль подружки по похудению заключается в том, чтобы поддерживать друг друга. Возможно, мотивировать делать тренировку или не переедать. Также, подозреваю(только подозреваю, не ставлю диагноз в слепую) что есть/было РПП. Навязчивая идея похудеть преследует меня лет с 8, было и такое, что сидела на хлебе с водой неделями и в итоге — КП. Ели у вас похожая ситуация, думаю и здесь мы найдём общий язык. Возрост в целом не так важен. Проблема одна(";расстройство пищевого поведения
Я устала от зациклености на еде. После рпп мне почему-то хочется правильно питаться. Я пытаюсь контролировать,чтобы приемы пищи были максимально правильными и сбалансироваными. Но мой организм не хочет этого. Постоянно виню себя за мусорную еду ,которую я толкаю в свой организм. Но понимаю что в этих ограничениях жить не могу. Хочу просто нормально питаться. Иногда прием пищи просто может быть яблоко и шоколадка , но не хочется мне гречки или тостов с авокадо. Лучше слушать свой организм или всё-таки питаться сбалансировано? Если я не поем нормально и пп-шно , посчитаю себя мерзкой и ужасной мне кажется что меня обсыпает прищами ,и волосы станут тусклыми. #питание;расстройство пищевого поведения
#лишнийвес #ожирение #похудение #рппЗдравствуйте, мне 24 года, за год набрала 45 кг. Сейчас при росте 178 вешу 117 кг, весила 75. Набрала лишний вес из за лечения булимии и депрессии. В итоге от булимии почти избавилась. Но лишний вес появился. Сейчас боюсь выходить из дома, стыдно из за того как я выгляжу. Про тело совсем молчу. Отвратительно смотреть на себя в зеркало. И это я ещё не рожала. Боюсь если сяду на диету уйду опять в булимию, или ещё хуже в анорексию, которая у меня тоже была. Психотерапевт ничего путного не говорит « нужно переждать, чтобы восстановиться, дальше вес сам пойдёт на понижение» но он только растёт ( с гормонами проблем нет, обследована ) на себя стыдно смотреть. Что делать? Садиться на диету, и иметь нормальную внешность, и нравится себе, только с булимией? Или продолжать жрать, и получить нервный срыв. Может у кого то была такая проблема, как можно себе помочь?;расстройство пищевого поведения
"Девушки, как сменить фокус? Я страдаю рпп, видимо. Честно, люблю поесть, но вес держу в норме 52-53 при росте 165. Но всё равно фигура не супер, дряблая. В гостях, на людях есть не могу, зато одна дома на расслабоне нажираюсь... Особенно, если знаю, что завтра никуда не надо. Любой стресс я стараюсь решать и параллельно его заедаю (или проблему), потом два дня не ем. Когда в универе училась, бывали срывы булимии или просто обжорства, и тогда я прогуливала пары. В голове были мысли ""вот сегодня разгружусь, на диете, а завтра красивая уже пойду на учёбу"". Мне неспокойно, если дома много продуктов (могу резко много съесть) и также неспокойно, когда дома ничего нет (такое в периоды голодовок). Обожаю зависать на сайтах доставок продуктов питания, люблю готовить, люблю рецепты читать. В периоды, когда сидела на диетах, засыпала с мыслью о том, что прихожу в магазин и скупаю кучу халвы и ем, ем... А в жизни стеснялась купить булочку на кассе ,потому что считала себя толстой. Такие зацикленности не всегда, периодами, особенно, когда нахожусь в неопределенности, стрессе внутреннем... Это ужасно. Мама очень схожа в пищевом поведении, но без булимии... Она просто много ест. Рассказывала, когда была мной беременна, врач её ругала за прибавку. А взвешивание было раз в неделю. Вот она не ела почти ничего, а после врача всегда приходила и объедалась. #питание";расстройство пищевого поведения
Понятно, что может быть стресс. А как думаете может у животных быть депрессия, рпп, экзистенциальный кризис, другие психологические проблемы как и у людей? Даже если это домашнее животное, которое живет в тепле, комфорте, его любят и балуют?;расстройство пищевого поведения
Всем привет. Начала похудение 08.01.2023.Долго писать не буду, разожралась до состояния свиноматки 98 кг… минимальный вес был 54 кг., средний 70-75 кг, постоянно то сбрасываю, то набираю (РПП)На форуме зарегалась для самоконтроля и мотивации. #похудение #вес;расстройство пищевого поведения
Да, у меня РПП. Я худею для определенной цели. Меня ждёт модельное агентство,(осталось сбросить 2 см в бедрах). Я сегодня прям сильно устала,много ходила, и, хоть и съела свою норму калорий для похудения, сейчас съела один чизбургер то есть это еще 200 калорий сверху. все равно нет энергии и дико хочу есть. Обычно помогает кофе, но если я сейчас выпью кофе то не усну до 4-5 утра (сейчас 23). Как резко перехотелось есть?;расстройство пищевого поведения
Моя проблемма заключаеться в том ,что у меня рпп я 10 месяцев ела на 1000-1200 кк и мой вес был в районе 46 при росте 170 и я решила ,что пора восстанавливаться из-за отсутствия кд которые пропали в первый месяц похудения ,и я решида начать есть на 1400 и ела так неделю и у меня жутко разжирел живот по виду см 5 добавилось ,а в других частях 0 просто 0 ,а я хочу бёдра ,а не пузо и а тому же я груша почему всё в живот не ясно.Что с этим делать?;расстройство пищевого поведения
Пью их уже месяц. Вес стабильно-53кг. Ем от 1000-2100каллорий когда как. Прочитала, что после отмены набирают. Как и от приёма. Я расшибусь, но если больше килограмма наберу-не знаю, что с собой сделаю. Реально наверное расшибусь (у меня рпп, я очень боюсь набрать и еле восстановила питание до нормы) Кучу форумов перечитала. Ещё и здесь спрошу, может пил кто-то. Как вы после приёма.;расстройство пищевого поведения
Всем здравствуйте, помогите пожалуйста разобраться в калораже. Дело в том, что я стараюсь питаться на 1000 ккал, поскольку слежу за своим весом и к прибавку на весах отношусь напряжённо, поскольку проделала до этого веса не лёгкий пусть, сбросила 10 кг. Пробовала питаться на калораж и выше, так чаще всего случалось из-за срывов и кп, особой разницы я не заметила, но не могу понять точно ли это так, поскольку вес зависит от многих факторов. От времени суток, цикла, походов в туалет и прочего. Ещё не факт, что я эти граммы набрала. Но, что если это так и через какое-то время увижу прибавок в пару килограмм, а такое вполне реально. Норму калорий для поддержания веса для себя я не вывела, поскольку точной информации подсчёта - нет. В интернете на разных сайтах пишут одно, в приложениях другое, с помощью калькулятора тоже выходят разные числа. Уже не знаю, что и делать. Надеюсь найти ответ здесь. Буду очень благодарна за помощь. Если что вешу 42 кг при росте 155.Просьба про рпп ничего не писать, я очень хорошо знаю о наличии проблемы, стараюсь над этим работать. #нуженсовет;расстройство пищевого поведения
ДОПУСТИМ у меня для похудения норма калорий 1200. И без всякой активности, лежа дома весь день. А если я пойду в зал или на работе (на ногах весь день) и сожгу 500ккал и возьму съем 1700 в этот день, то у меня будет привес. Только не нужно нравоучений и советов от психологов анти рпп;расстройство пищевого поведения
последние пару лет все(*в медиа и жизни)вокруг такие стали осознанные, советуют психотерапию, «прорабатывать травмы», у всех сплошь и рядом РПП, ОКР, СДВГ, депрессии-тревожности и, конечно же, АБЬЮЗ! вот раздражает уже..вот как-то до этой моды все жили и не жаловались, а тут такие травмированные все стали, боже мой...может, правы, наши бабушки были, которые считали, что всё это-«дурь от безделья».вы как считаете?согласны?;расстройство пищевого поведения
Мне 20 лет, около 5 лет мучаюсь с разнообразными симптомами в животе по типу метеоризма ВЕЧНОГО, отрыжки, выбросов кислоты(с недавних пор). Делала ФГДС 2 раза, все 2 раза ставят гастрит 1-степени. У меня нет рвоты и тошноты, болей, кроме иногда голодных никаких больше нет, но бывает такое, недавно началось, приливает странный дискомфорт в желудок похожий на зарождающуюся боль и спустя секунд 6 исчезает, странное чувство. Я пила всевозможные таблетки, ничего не убрало, диету не могу держать из-за РПП, у меня вечный голод и в целом ограничив себя мне плохо становится, апатия, депрессия, я жру как мерен все подряд, жирное, жареное, я не контролирую себя. Сейчас сижу а у меня в руках обоих тянет(не знаю, может с желудком связано), вот в руках тянет и тянет неприятно, и в животе стоит ощущение такое странное как сока выпьешь и неприятно, не боль а легкий дискомфорт не пойми с чем связанный и описать его сложно, и самочувствие в целом неприятное. Но я все равно сижу и жру как ненормальная, я не могу остановиться, все подряд, чебуреки, чебупиццы с магазина и т.д, как прекратить это все;расстройство пищевого поведения
Я подросток, недавно болела рпп и из-за этого ухудшилось здоровье. Позже вышла в ремиссию, сейчас поняла, что хочу ещё похудеть, но здоровым способом. Родители против, очень пристально следят за моим питанием. На то, что я выбрала здоровый способ им плевать, т к для них я выгляжу уже худой и больной. Я не знаю, каким образом мне похудеть в такой ситуации, надеюсь, кто-то знает и поможет найти выход #родители;расстройство пищевого поведения
моя дочь слишком худая, подскажите, что делать? Я очень боюсь, что может дойти до рпп. Раньше это было не особо заметно, тк она худенькая от природы. Сейчас же начала не только ничего не есть , но и отказалась даже здоровую еду есть!! Потом внезапно сказала , что переходит на пп, ну я подумала , что , мол , ребёнок понимает вред всякого фастфуда, и она действительно на какое то время просила готовить ей полезную еду : авокадо, манго,брокколи, цветная капуста, по ее просьбе делала ей всякие смузи в школу, а потом я заметила , как у нее происходит упадок сил, а то что я готовлю - не съедается, тк недавно заметила очередной тост с авокадо в мусорке. Отношения у нас с доченькой доверительные, всегда мне всё рассказывала , но когда недавно я решила поговорить с ней на эту тему , она сказала - что с ней всё в порядке, и что она всё по прежнему ест. Я очень беспокоюсь за здоровье дочери!! Помогите мне! Я не хочу что бы ей в будущем ей доставляло неудобство то, что она сейчас делает. Прошу вас о помощи, тк даже эндокринологи нам вряд ли помогут. Прошу без грубостей. Моя доченька еще не такая взрослая, всего 12 лет, может кто нибудь сталкивался с подобным? Пожалуйста, дайте советы! #дочь;расстройство пищевого поведения
Здравствуйте.я заметила что никому не интересна да и собственно не нужна. заметила,что парни абсолютно мной не интересуется,я выставила в дайвинчик свою анкету но меня ВООБЩЕ никто не лайкает. хотя несколько времени тому назад у меня было много внимания со стороны других людей. всегда были мальчики которые мной интересовались и мне даже не нужно было проявлять какую то заинтересованность в них,а они все равно писали. раньше всегда чуть ли не купалась в чужом внимание. я не пойму, что со мной не так? у меня рпп, из за которого я весила когда то много, но все равно нравилась противоположному полу. сейчас вешу меньше,и выгляжу лучше, стала больше заниматься собой,но все равно никому не нравлюсь. я не глупая явно,шарю за многие вещи, могу говорить на разные темы и умею поддерживать диалог,в разных сферах развита. из за того что никто мной не интересуется упала самооценка. недавно появился человек из прошлого, мы пообщались и я как дура влюбилась в него! не знаю,был ли он влюблен в меня,но мы пообщались месяц и после чего наше общение сошло на абсолютно на нет. сейчас нет к нему чувств,или я просто смирилась,в общем не знаю. и эта все ситуация просто добила меня. у нас появилось 2 новеньких, произошла ситуация когда мы взаимодействовали и они оба добавили в друзья,но мне почему то везде хочется видеть симпатию и желание быть со мной ближе. но опять все просто осталось на «добавили в друзья». в жизни они больше ко мне после этой ситуации не подходили. вроде и все равно и вроде нет. моя самооценка просто на нуле,постоянно ищу себе друзей,чувствую себя брошенной. я никого в этом не виню,не тем новеньких и не того чела из прошлого. просто хочется понять,есть ли выход из этой ситуации? может мне стоит что то поменять в себе? было бы здорово услышать ваше мнение!;расстройство пищевого поведения
Как-то всегда находила сама в себе опору, но тут очень сильно подскосилась самооценка. У соседа появилась девушка, живут вместе. Мой парень пару раз обратил на неё внимание, сказал, что я не так одеваюсь летом, спрашивает меня, почему я не хожу в шортах. Потом сказал, что я не социализированная, что у меня мало друзей, вот думаю, может, он увидел её в компании с друзьями, не знаю. Потом через какое-то время сказал, что я глупая, не умею заработать, непробивная. Я стала понимать, что всё так и есть. Что вот у него теперь перед глазами идеальная девушка соседа. Я совсем потеряла веру в себя, стала подъедать сладкое (у меня нет лишнего веса, но рпп точно есть, я то обжираюсь, то голодаю). Хотя несколько лет было все хорошо, но сейчас снова началось, видимо, какой-то триггер... Мне это всё так неприятно осознавать. Как-то говорила с ним, он говорит, что надо признать, что есть люди красивее и умнее тебя. Я это и так понимаю, только зачем говорить мне такие вещи вслух. в общем, я не знаю, как себя вытащить из этого состояния.;расстройство пищевого поведения
Сделала сегодня ФГДС, у меня постоянное жжение в животе, голодные боли, частый голод, метеоризм и вечная отрыжка, выбросы кислоты. Насколько у меня все плохо по диагнозам? Опасно ли это? Я если честно даже не знаю как соблюдать диету и боюсь, что не смогу вылечить это все, так как у меня постоянный голод и я ем все подряд. Рвоты и тошноты у меня нетХод исследования: пищевод свободно проходим, Z-линия смазана, кардия не смыкается. Слизистая желудка с очаговой гиперемией в антруме, складки эластичные. В полости желудка желчь + слизь. БД не деформирована, слизистая спокойная. В постбульбарном отделе гиперемия. Заключение: Недостаточность кардии. Хронический гастрит 1 стадии активности, Дуоденогастральный рефлюкс, Дуоденит 1 стадии активности. Насколько это все опасно? Из-за моего РПП и постоянного жора все только ухудшается #болезнижелудка;расстройство пищевого поведения
Сделала сегодня ФГДС, у меня постоянное жжение в животе, голодные боли, частый голод, метеоризм и вечная отрыжка, выбросы кислоты. Насколько у меня все плохо по диагнозам? Опасно ли это? Я если честно даже не знаю как соблюдать диету и боюсь, что не смогу вылечить это все, так как у меня постоянный голод и я ем все подряд. Рвоты и тошноты у меня нетХод исследования: пищевод свободно проходим, Z-линия смазана, кардия не смыкается. Слизистая желудка с очаговой гиперемией в антруме, складки эластичные. В полости желудка желчь + слизь. БД не деформирована, слизистая спокойная. В постбульбарном отделе гиперемия. Заключение: Недостаточность кардии. Хронический гастрит 1 стадии активности, Дуоденогастральный рефлюкс, Дуоденит 1 стадии активности. Насколько это все опасно? Из-за моего РПП и постоянного жора все только ухудшается. В желудке приливы странные, прям то прилив жжения, то прилив дискомфорта будто бы вот-вот вырвет(не тошнота, а ощущение будто бы сейчас затошнит). Я уже не знаю куда метаться;расстройство пищевого поведения
Сделала сегодня ФГДС, у меня постоянное жжение в животе, голодные боли, частый голод, метеоризм и вечная отрыжка, выбросы кислоты. Насколько у меня все плохо по диагнозам? Опасно ли это? Я если честно даже не знаю как соблюдать диету и боюсь, что не смогу вылечить это все, так как у меня постоянный голод и я ем все подряд. Рвоты и тошноты у меня нет   Ход исследования: пищевод свободно проходим, Z-линия смазана, кардия не смыкается. Слизистая желудка с очаговой гиперемией в антруме, складки эластичные. В полости желудка желчь + слизь. БД не деформирована, слизистая спокойная. В постбульбарном отделе гиперемия. Заключение: Недостаточность кардии. Хронический гастрит 1 стадии активности, Дуоденогастральный рефлюкс, Дуоденит 1 стадии активности. Насколько это все опасно? Из-за моего РПП и постоянного жора все только ухудшается. В желудке приливы странные, прям то прилив жжения, то прилив дискомфорта будто бы вот-вот вырвет(не тошнота, а ощущение будто бы сейчас затошнит). Я уже не знаю куда метаться. У меня жжение в животе постоянное, голодные боли, каждый день, не прекращаясь, у меня обострение или что?? #здоровье;расстройство пищевого поведения
Мне 20 лет и мой организм тухнет на глазах. Раньше я худела очень жестко, как это и бывает, мне понравился мальчик, захотелось внимания, а потом раз, и в один день я проснулась в 5 утра из-за резких симптомов, сердце, живот, голова, все сразу, потом это постепенно ухудшалось на протяжении 5 лет, метеоризм, отрыжка, выбросы кислоты, аритмия сердца, желчь в желудке. Сделала ФГДС недавно в 3 раз, УЗИ сегодня сделала и если честно, ужаснулась. У меня началось РПП, что ли, я ем как ненормальная, пихаю в себя все и сразу, даже когда желудок уже полон я не могу остановиться, ем и ем, плохо - ем, скучно - ем. Даже когда изжога и выбросы кислоты я ем как сумасшедшая, я нахожу сейчас счастье только в еде, ибо у меня ничего в жизни нет, друзей нет, никого нет, я одна. Нет страха, нет ничего, внутри моральная боль и вместе с ней пустота, иногда я просто не различаю свои эмоции, страшно ли мне, пусто ли мне, середина, непонятное и мучительное состояние души. Сегодня на УЗИ обнаружили проблемы с печенью(стеатоз - цирроз в будущем), с поджелудочной, скорее всего панкреатит(смерть в будущем, рак), с сердцем проблемы(аритмия, остановка сердца внезапная в будущем), с сосудами головы проблемы. Я не выгляжу с виду как умирающая, но за неимением того у меня внутри ад. Никто не понимает как мне больно, у меня нет поддержки. Мне сегодня так сильно вдарило осознание, что я ничего не могу с этим сделать, я умру, рано и мучительно(как мне сказали на форуме), у меня не будет семьи, я просто где-нибудь сдохну. Меня организм мучает круглосуточно, высасывает все силы, от меня как от личности ничего не осталось, чувство, что завтра уже не будет. Это не депрессия, а реальность которая меня холодной водой облила. Мне по-детски, по-человечески, очень сильно страшно. Поддержите, хоть немного, пожалуйста, возможно мне это поможет #здоровье;расстройство пищевого поведения
Мне 20 лет, на протяжении 5 лет у меня метеоризм, отрыжка, постоянные выбросы кислоты и желчи(они уже как года полтора у меня), на УЗИ брюшной полости увеличена печень в левой доли(по типу стеатоза), так и написано, паренхима:эхоструктура:однородная, эхогенность паренхимы повышена, так же повышена эхогенность поджелудочной, ее структура диффузно-неоднородная. Написано в заключении (по типу стеатоза) в печени и повышена эхогенность у поджелудки и т.д. Делала ФГДС 3 дня назад, поставили хронический гастрит 1 стадии активности, дуоденит 1 стадии, дуоденогастральный рефлюкс. В чем связь? Где искать причину всех этих недугов? Я очень вымотана морально. Еще плюс ко всему жру как не в себя, РПП, голод вечный, без еды мне плохо, не могу держать диету, срываюсь, наедаюсь, тошноты и рвоты нет, болей нет, только выбросы кислоты и желчи, жжение в желудке и голодные боли. Откуда стеатоз печени? Откуда все это, как мне жить, мне морально очень сильно плохо, особенно понимая что в будущем у меня будет панкеронекроз, цирроз, гепатит, остановка сердца, что еще там может быть. Еще и сердце, экстрасистолы, постоянно в грудь ударяет, давление в норме, только к вечеру щеки краснеют почему-то, особенно когда чай выпью, сердце то медленно то быстро бьется, узи без паталогий, холтер был норма всегда(экстрасистолы в пределе нормы), иногда тяжело дышать, приходится зевать ибо не могу сделать полный вдох, будто легкие тяжелит, что это? Неполный вдох очень мучает #здоровье;расстройство пищевого поведения
Мне 20 лет, я за всю свою жизнь ни разу не целовалась, ни с кем не встречалась, в школе невообразимо понравился мальчик и я все, кинулась худеть, ибо всю жизнь была толстой, всячески голодала, насиловала организм, в целом это очень сказалось на здоровье, да так, что я даже думать забыла о том что такое любовь, встречаться, ибо с моей больной печенью, поджелудкой, желудком и сердцем это вообще не светит))) Посадила организм весь. Теперь наоборот нажираюсь, РПП + депрессия, вечный голод, нахожу счастье только в еде. И тут просто, окунулась в работу, но там как назло снова красивые пацаны, ладно, сердце йокало на одного, теперь на другого, третьего, четвертого, прям по каждому прошлась своей любовью. Сегодня там взглядом с одним встретилась, и все, человек меня просто разглядел(ну посмотрел как на больную конечно), а у меня впечатлений на целый день. Сразу бабочки в животе, думаю, ничего себе как прикольно, когда вот так вот, на тебя смотрят(я как обычно романтизирую все, человек просто посмотрел, я же все, я ему точно нравлюсь и т.д), короче много фантазий. Мне так легче живется. Что ли. Думая что кому-то нравлюсь я начинаю позитивнее жить, вся такая окрыленная, но по факту то понимаю, что сама себя обманываю чтобы было легче. У меня это странными перепадами, есть дни, когда мне никто не нужен, отношения отвратительны, детей семьи не хочу(ну детей семьи и вправду у меня не будет, на детей жестокое табу). Просто, как-то по-человечески, хочется хотя бы раз в жизни попробовать что это такое, а жизнь попросту не даёт этого))) И мне не нужно вот эти(боже, да встретишь ты еще того самого, найдешь себе такого же толстого как ты). Я этого не понимаю, мне нужен сногсшибательный красавец(по моим вкусам), и сама я, пока не буду ему соответствовать, встречаться ни с кем не полезу(даже если и ВДРУГ понравлюсь, мало фактивно), но человеку скажу нет уж, извини, найди себе получше. Это правда. Ибо при моем теле, при моем мышлении, быть с КЕМ-ТО, это абсурд)) Как вы на этот счет? #отношения;расстройство пищевого поведения
День добрый, мой срок беременности 27 недель и дело в том, что я до сей пор не могу есть, только поем и сразу рвотный позыв. Я скинула уже 29кг, врачи разводят руками и ставят диагнез РПП, раньше такого никогда не было, подскажите, сталкивались ли вообще с таким? Если да, то что вы делали?;расстройство пищевого поведения
в общем, год назад похудела на 11 кг за 1,3 месяца из-за стресса, но успела и получить рпп. меньше чем за год набрала около 6 кг, довольно много сидела дома ничего не делая, так как раньше ограничивала себя в этом чтобы сжечь больше калорий. сейчас я не выгляжу супер полной, но уже были случаи, когда мне говорили, что я поправилась, да и вообще мне не нравится как я выгляжу с таким весом. сейчас я очень хочу скинуть хотя бы 2 кг, но совсем не выходит, на второй день срываюсь. пыталась и плавно снижать калорийность в меру нагружая себя физ нагрузкой, пыталась и резко, и так и сяк–ничего не выходит, постоянно появляются навязчивые мысли, что я сорвусь и наберу только больше, как обычно и происходит. так же весь этот год пыталась себя чем-то занять, рисовать, танцевать, гулять с друзьями, в школе я учусь на отлично, так что, писать что я себя не занимаю совсем смысла нет. я правда многое пыталась сделать, в этот раз, ничего не получается. в шоке с себя, что год назад могла днями не есть и пахать 24/7.;расстройство пищевого поведения
